,000,10,100,11,12,13,14,15,16,17,18,19,20,2010,2011,2015,2016,2017,2018,2019,2020,2021,2025,21,22,23,24,25,26,27,28,29,30,31,32,35,40,50,59,60,61,62,63,64,65,66,67,68,69,70,aan,aanpak,aantal,advies,af,al,alle,alleen,als,and,andere,antwoord,artikel,basis,bedrijven,belang,betreft,bij,bijlage,bijvoorbeeld,binnen,brief,daarbij,daarnaast,dan,data,datum,deel,den,deze,die,dit,doen,door,dus,eerste,eigen,er,eu,euro,europese,extra,figuur,financiële,for,gaan,gaat,gebruik,geeft,geen,gegevens,geldt,gemaakt,gemeenten,geval,geven,goed,grond,grote,haag,hebben,heeft,hier,hierbij,hoe,https,huidige,hun,ii,ik,indien,informatie,ja,jaar,jaren,kabinet,kader,kamer,kan,kenmerk,km,knooppunt,komen,komt,kosten,kunnen,leden,lid,maar,maatregelen,maken,mbo,meer,mensen,met,miljoen,minder,minister,ministerie,moet,moeten,mogelijk,na,naar,nederland,nederlandse,nemen,niet,nieuwe,nl,nodig,nog,nr,nu,of,om,omdat,on,onder,onderdeel,onderwijs,onderzoek,ontwikkeling,onze,ook,op,opgenomen,over,overige,pagina,partijen,per,periode,personen,problemen,programma,raad,rapport,regeling,regio,respondenten,resultaten,risico,rws,samen,samenwerking,scholen,sector,sprake,staat,tabel,te,ten,the,to,toe,tot,totaal,tussen,twee,tweede,uit,uw,vanuit,veel,verder,verschillende,via,voor,vraag,vragen,waar,waarbij,waarin,was,wat,we,wel,welke,werd,werken,wet,worden,wordt,www,zaken,zal,ze,zich,zie,zien,zij,zijn,zo,zoals,zorg,zou,zowel,zullen,één
762,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,1,0,1,1,0,6,0,0,0,10,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,9,0,3,0,2,0,0,0,0,9,7,0,1,1,0,12,0,0,0,0,8,2,0,0,2,0,0,1,2,0,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,1,0,4,0,1,0,0,2,0,0,1,0,3,0,6,0,0,1,0,0,0,7,1,1,0,0,1,0,3,3,10,1,1,0,2,0,0,0,1,2,0,0,0,0,0,1
763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,43,35,19,25,26,15,18,26,18,17,15,15,33,22,21,49,59,82,67,5,74,8,0,4,11,13,3,6,6,9,5,4,14,6,3,4,15,22,1,3,5,2,2,3,2,5,3,1,1,6,0,3,0,0,0,22,0,1,0,1982,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,40,0,1,0,0,0,0,5,5,0,0,0,0,107,0,5,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,114,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,1,1,2,1,0,0,0,183,0,0,1,0,1631,0,0,499,1,0,0,0,1,0,0,0,0,28,0,0,0,28,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3195,1038,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,106,0,14,0,0,0,0,2,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,3,4,0,0,0,2,1,0,2,1,6,0,0,0,0,0,1,3,0,1,0,5,5,9,2,1,2,0,5,2,2,2,0,0,0,0,0,0,3,0,0,1,3,0,2,0,0,4,0,1,2,0,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,3,6,3,0,0,0,0,0,2,0,2,6,0,1,0,2,0,5,0,0,5,1,0,1,2,0,8,5,0,0,15,0,1,0,2,0,0,6,15,4,0,1,1,0,0,0,0,7,23,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,18,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,5,0,0,0,4,12,3,1,3,8,0,2,0,1,0,7,2,1,0,1,0,0,0
770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,5,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,4,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
773,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,1,1,0,2,0,0,0,0,0,0,2,1,6,0,0,1,2,0,0,0,0,2,0,3,6,0,7,0,3,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,7,0,0,1,1,0,1,2,0,0,3,1,10,1,2,2,1,1,0,0,9,2,0,1,1,0,0,0,1,4,2,0,0,1,1,0,9,1,0,1,0,0,0,1,3,10,0,0,1,1,5,0,1,1,6,1,0,2,8,0,2,1,4,0,3,0,9,0,0,0,0,0,3,0,0,0,14,0,8,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,6,0,0,1,1,2,1,1,0,0,0,2,21,1,3,1,0,0,0,5,0,1,3,0,0,0,3,1,1,0,4,0,0,1,0,5,10,3,1,12,0,0,2,1
774,23,18,137,9,18,15,11,19,15,12,24,8,13,340,44,1,0,0,0,0,0,0,0,7,7,6,5,7,12,16,5,6,8,14,9,9,9,11,8,11,10,1,6,2,9,7,4,10,10,9,142,26,76,3,2,11,15,1,64,66,39,0,0,13,153,1,18,176,9,5,20,1,11,22,34,0,0,13,4,105,127,65,4,60,3,6,12,75,7,0,18,7,0,3,13,6,19,9,6,10,8,2,12,22,2,8,12,8,13,2,57,125,7,6,8,0,0,19,1,0,0,21,0,22,13,2,21,5,28,0,0,0,5,3,2,22,0,3,9,29,17,5,46,2,258,11,13,8,86,15,12,26,14,72,28,7,13,51,17,8,7,19,1,4,165,96,6,16,39,2,10,41,6,2,63,257,8,100,15,0,4,10,4,12,7,31,5,3,3,0,0,34,59,0,19,32,4,56,6,7,34,150,21,149,44,2,63,64,10,14,13,55,0,7,28,21,8,16,151,2,3,38,17,15,51,13,5,10,6,16,38,36,63,45,8,98,16,6,23,3,7,18,192,19,18,4,7,6,4,13
775,9,687,1615,28,36,36,46,39,40,14,82,40,393,5,0,0,0,0,0,0,0,0,0,35,37,28,29,25,27,30,23,38,269,88,29,23,215,349,36,211,26,86,32,97,24,28,21,16,5,136,35,0,13,0,3,8,9,5,82,0,4,0,0,9,2,0,1,14,0,3,14,0,2,8,137,0,0,17,3,37,69,33,0,9,0,4,122,10,0,1125,0,0,3,1,0,6,6,6,2,72,21,1,4,1,3,0,1,2,1,3,24,49,4,0,5,0,0,15,0,0,1,9,0,205,9,0,2,0,5,0,0,0,2,1,0,3,0,0,5,0,3,0,26,5,108,5,13,0,2,1,1,3,16,190,5,0,0,135,0,5,0,12,0,0,88,15,1,0,17,1,0,32,1,0,15,81,1,38,1,0,1,14,7,77,0,0,0,10,1,0,2,6,0,0,4,0,0,0,1,3,74,20,8,0,0,0,508,148,7,7,1,95,0,1,1,3,1,2,74,1,1,1,1,7,6,3,0,4,2,0,7,27,19,30,4,3,2,13,2,2,6,19,89,1,4,0,0,4,0,11
777,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,18,9,3,5,4,7,6,8,3,3,9,17,9,0,0,1,4,9,20,16,13,5,0,6,7,4,5,3,6,5,4,8,3,17,4,4,2,3,2,1,0,0,0,1,0,0,0,0,0,0,308,0,50,12,19,16,40,40,168,0,148,5,106,28,0,48,20,223,1,43,45,5,18,29,131,0,0,43,2,219,218,202,7,78,18,26,11,116,7,0,13,14,0,16,0,35,69,8,5,65,2,24,40,2,51,24,19,46,6,0,75,109,22,13,48,2,48,47,20,0,37,6,11,27,12,2,44,8,161,0,0,0,15,17,23,113,288,57,32,19,38,19,69,1,329,0,7,54,3,51,34,71,19,106,39,107,16,345,20,2,29,18,20,21,264,424,35,1,45,36,245,34,2,3,160,533,24,82,1,0,5,29,1,5,0,8,8,6,31,0,0,7,15,0,7,6,0,30,32,4,1,611,68,5,0,32,138,2,42,27,32,71,5,7,11,28,20,10,578,29,218,31,21,44,3,42,6,49,63,5,21,57,246,279,2,3,61,8,91,5,23,97,174,90,47,18,46,21,17,8
781,1,80,24,94,74,54,56,71,54,51,106,65,41,3,2,18,21,33,155,50,4,1,1,33,26,23,34,24,13,17,15,17,22,17,11,8,10,16,1,3,4,1,5,1,3,9,3,0,4,2,72,1,66,0,5,3,19,3,34,0,17,0,0,5,0,1,2,55,36,4,6,0,3,7,18,0,4,26,29,43,22,24,1,40,4,11,1,19,0,0,0,20,23,1,0,2,2,16,17,7,0,3,1,0,0,3,1,0,4,24,14,15,4,3,2,0,3,5,1,0,0,11,1,17,10,0,0,2,10,0,18,14,0,7,0,5,0,0,3,7,0,0,28,0,71,16,7,0,0,0,4,6,11,24,9,3,5,18,20,1,0,9,0,1,20,23,3,0,20,1,0,8,35,0,18,150,1,59,2,41,0,27,59,1,0,0,0,0,0,3,0,3,0,40,0,0,0,0,4,11,18,41,25,0,0,5,71,15,142,4,2,16,0,5,1,11,4,2,62,0,1,14,3,2,10,0,2,3,2,0,1,0,20,37,1,0,2,4,10,2,3,4,67,5,13,0,1,7,0,8
782,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,4,0,0,0,2,1,2,2,0,1,0,4,6,7,9,1,2,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,2,0,0,4,1,0,1,1,0,0,0,0,3,7,1,0,0,0,0,2,0,3,1,3,0,0,2,0,0,2,3,0,1,0,2,0,1,0,10,0,0,1,0,1,1,0,0,1,0,1,1,4,2,1,3,1,3,0,2,9,0,0,2,0,0,0,0,0,2,2,2,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,1,0,0,0,4,0,0,0,1,1,3,0,0,1,0,0,11,0,1,0,0,0,0,0,0,2,1,0,0,2,5,5,1,1,0,0,2,0,0,0,2,1,2,0,0,0,1,1
783,0,0,0,0,0,0,0,0,0,0,0,0,1,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,5,0,0,0,24,1,0,0,1,6,0,0,4,0,1,0,1,0,0,0,0,9,13,3,0,6,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0,4,0,0,0,1,0,1,1,1,0,2,2,1,0,0,0,0,0,2,0,0,0,1,2,0,1,1,19,0,0,0,3,2,0,18,0,0,8,0,0,0,1,6,4,0,0,0,2,0,0,0,0,1,0,7,3,1,0,4,1,8,0,2,0,2,25,1,3,1,0,0,3,0,0,0,0,0,0,18,0,0,2,0,0,0,1,5,0,1,1,0,5,5,0,0,1,2,0,1,1,8,2,0,0,1,0,0,0,26,0,0,0,0,1,0,0,1,0,0,0,0,4,5,28,0,2,1,0,0,0,0,1,5,1,2,1,0,0,1,1
784,0,48,0,50,29,9,1,1,4,2,0,3,4,0,0,0,0,0,2,31,22,0,0,1,1,3,2,1,2,1,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,6,0,0,4,0,1,0,13,1,4,0,0,0,1,0,0,0,0,1,0,5,2,6,5,0,3,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,1,1,1,1,1,5,1,1,7,4,1,1,0,2,2,0,4,0,0,1,0,3,5,2,1,0,0,1,0,2,3,0,0,3,0,0,0,0,9,2,0,2,3,0,7,2,1,4,6,1,1,4,1,5,1,1,1,2,2,8,1,0,1,0,2,4,0,4,4,17,1,12,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,0,0,0,0,2,0,3,0,1,5,4,0,0,0,0,2,11,3,4,1,0,0,0,0,0,0,0,0,0,0,7,6,5,3,4,0,1,3,0,0,16,4,4,0,8,0,1,0
786,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,1,0,3,0,6,3,6,0,1,0,0,3,0,1,2,14,0,2,1,2,2,2,0,1,6,0,4,14,12,5,3,12,0,5,2,12,0,0,0,0,0,1,0,1,0,1,0,5,0,0,3,8,3,1,2,1,0,4,8,5,0,1,1,0,3,4,0,14,0,1,0,8,3,0,0,9,6,7,0,0,2,0,4,20,0,0,2,0,2,0,3,1,20,1,2,1,0,0,9,2,5,6,1,0,2,6,13,0,3,1,1,4,7,18,2,0,10,0,0,2,4,0,5,22,2,10,0,6,7,0,2,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,2,1,0,41,5,0,0,3,13,0,4,1,1,11,7,0,1,0,2,1,34,1,1,1,3,3,0,0,0,0,0,0,3,2,29,9,0,1,19,1,1,1,0,2,32,1,4,1,0,4,7,0
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,2,2,1,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,10,0,1,3,0,1,0,1,0,0,2,1,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,4,8,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,13,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,9,0,2,1,0,1,0,2,0,1,0,0,0,0,1,2,1,1,0,0,4,1,1,2,2,7,0,3,0,0,0,2
788,0,1,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,1,0,0,3,1,2,6,4,0,0,0,1,0,1,2,0,0,3,2,1,0,1,0,5,8,8,0,0,4,1,1,0,5,7,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,2,3,7,0,1,4,9,0,4,0,1,0,0,3,0,0,1,0,1,2,1,0,0,1,0,0,0,3,0,1,0,2,0,0,0,10,0,1,4,0,0,0,0,0,0,8,0,1,6,4,7,1,0,0,1,3,11,0,0,6,0,0,0,0,4,2,22,0,11,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,21,1,0,0,0,2,1,2,2,1,1,1,1,1,1,2,2,21,10,4,2,0,1,0,1,0,1,4,2,0,0,4,3,4,3,3,0,5,0,1,0,10,5,0,1,0,1,0,0
789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,6,0,1,2,0,1,1,4,2,4,3,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,3,0,0,1,0,1,0,2,7,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0,8,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,6,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0,4,0,0,0,4,0,0,0,1,5,0,1,2,2,1,4,0,0,5,1,4,10,4,7,0,4,0,0,0,10,0,0,1,0,0,0,0,1,1,0,4,0,0,0,2,3,0,2,1,0,2,4,2,3,2,0,0,0,0,3,0,6,0,1,0,1,2,0,1,1,3,5,0,0,0,0,0,6,0,0,1,0,0,0,1,0,9,0,0,2,4,0,0,0,0,8,8,0,0,2,4,1,0,1,0,0,2,10,0,0,0,0,0,0,1,0,11,26,0,7,0,4,0,1,0,0,0,1,19,0,0,0,0,0,0,0,1,5,0,0,1,7,0,12,2,0,0,1,3,0,6,0,1,2,1,0,1,1,1,0,11,0,1,1,0,2,0,1,0,2,0,1,1,0,4,10,1,0,3,0,2,0,0,0,11,2,3,1,0,0,1,1
791,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,1,2,0,4,9,1,0,2,0,2,2,0,0,0,0,0,1,0,0,1,0,4,7,11,4,1,11,1,1,0,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,2,3,0,1,3,2,0,0,0,3,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,2,0,2,1,1,0,0,2,0,8,0,0,0,3,0,0,0,0,1,10,5,0,21,0,4,0,1,0,0,5,5,1,0,3,0,0,1,0,0,1,12,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,0,0,0,0,2,0,1,0,1,1,2,0,0,0,0,1,6,9,1,0,0,1,0,1,0,1,1,0,0,0,11,3,2,0,1,0,1,0,0,0,8,4,3,0,0,0,0,0
792,0,1,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,1,2,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3,0,0,6,6,5,16,0,10,0,0,2,0,4,2,31,1,6,16,7,3,6,8,0,2,3,3,31,53,33,1,12,0,1,6,44,0,0,0,1,0,3,0,10,4,6,1,6,0,0,2,0,0,5,7,0,1,3,18,17,9,6,6,4,2,29,0,34,0,13,0,8,2,0,1,7,22,3,0,0,7,4,0,28,0,2,10,0,14,2,21,45,132,0,2,1,1,3,1,8,2,16,6,1,2,14,4,6,10,7,1,3,21,65,7,0,4,2,8,14,6,0,43,68,2,29,0,13,7,2,1,0,1,26,0,1,0,0,0,2,1,0,14,6,0,7,1,2,0,90,1,0,0,2,7,0,7,4,4,15,4,11,9,10,4,4,97,4,1,12,12,4,0,5,1,4,9,0,10,1,41,42,4,1,22,4,8,1,2,22,39,13,7,56,0,3,5,3
794,0,2,0,2,5,0,1,0,0,0,2,1,3,0,6,0,3,0,6,0,4,0,2,1,0,1,0,2,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,7,1,2,0,0,11,0,12,0,0,2,1,6,4,9,2,4,2,3,0,1,6,0,2,1,3,25,16,25,1,9,2,2,0,17,6,0,8,3,0,0,0,1,5,4,1,22,2,5,2,0,1,5,1,4,0,3,3,6,3,3,5,0,2,3,1,13,3,0,1,9,0,0,0,2,18,10,0,0,5,1,3,13,25,2,4,2,1,0,2,0,25,0,2,22,0,2,4,10,5,9,7,15,2,21,3,1,2,3,20,2,33,18,6,0,8,1,0,5,1,0,6,37,1,8,0,10,0,2,0,0,0,0,15,0,0,0,0,5,1,0,2,0,0,0,0,3,0,28,1,0,0,3,12,0,5,2,2,3,1,2,1,2,1,7,57,0,17,2,1,1,0,5,0,6,4,0,0,0,18,18,1,0,7,0,3,1,1,3,20,3,6,3,2,0,0,1
795,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,4,2,0,2,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
